,member
23732,78
23733,78
23734,20
23735,297
23736,78
23737,78
23738,292
23739,292
23740,317
23741,292
23742,292
23743,292
23744,78
23745,301
23746,316
23747,292
23748,317
23749,266
23750,317
23751,316
23752,316
23753,317
23754,297
23755,311
23756,311
23757,311
23758,1968
23759,292
23760,56
23761,311
23762,317
23763,56
23764,263
23765,311
23766,311
23767,263
23768,311
23769,316
23770,316
23771,316
23772,316
23773,317
23774,316
23775,316
23776,316
23777,316
23778,16
23779,266
23780,266
23781,266
23782,266
23783,266
23784,266
23785,266
23786,301
23787,78
23788,297
23789,297
23790,4365
23791,219
23792,316
23793,311
23794,311
23795,316
23796,1968
23797,297
23798,311
23799,292
23800,292
23801,316
23802,78
23803,78
23804,16
23805,301
23806,297
23807,297
23808,292
23809,266
23810,1968
23811,56
23812,297
23813,263
23814,266
23815,297
23816,317
23817,317
23818,317
23819,297
23820,311
23821,78
23822,297
23823,78
23824,301
23825,311
23826,78
23827,78
23828,78
23829,316
23830,317
23831,316
23832,78
23833,263
23834,78
23835,78
23836,297
23837,263
23838,78
23839,78
23840,78
23841,78
23842,78
23843,78
23844,78
23845,292
23846,292
23847,78
23848,78
23849,317
23850,78
23851,78
23852,78
23853,78
23854,78
23855,78
23856,1968
23857,78
23858,78
23859,78
23860,297
23861,78
23862,78
23863,317
23864,78
23865,78
23866,78
23867,301
23868,301
23869,78
23870,78
23871,263
23872,263
23873,266
23874,266
23875,266
23876,78
23877,266
23878,266
23879,266
23880,78
23881,78
23882,78
23883,78
23884,78
23885,266
23886,78
23887,78
23888,78
23889,78
23890,78
23891,266
23892,78
23893,266
23894,266
23895,78
23896,78
23897,78
23898,524
23899,20
23900,266
23901,78
23902,78
23903,311
23904,297
23905,297
23906,16
23907,263
23908,263
23909,263
23910,78
23911,78
23912,78
23913,78
23914,316
23915,78
23916,78
23917,78
23918,78
23919,266
23920,266
23921,266
23922,78
23923,266
23924,78
23925,78
23926,317
23927,78
23928,78
23929,266
23930,78
23931,78
23932,266
23933,317
23934,328
23935,78
23936,78
23937,78
23938,78
23939,266
23940,266
23941,266
23942,266
23943,266
23944,78
23945,78
23946,78
23947,524
23948,78
23949,78
23950,613
23951,524
23952,78
23953,266
23954,297
23955,301
23956,301
23957,20
23958,301
23959,56
23960,266
23961,16
23962,266
23963,301
23964,78
23965,78
23966,317
23967,78
23968,78
23969,78
23970,78
23971,263
23972,78
23973,78
23974,78
23975,78
23976,78
23977,78
23978,78
23979,266
23980,266
23981,266
23982,266
23983,266
23984,266
23985,266
23986,266
23987,2265
23988,266
23989,297
23990,317
23991,78
23992,263
23993,266
23994,317
23995,266
23996,78
23997,266
23998,78
23999,328
24000,266
24001,78
24002,311
24003,78
24004,78
24005,301
24006,78
24007,266
24008,301
24009,301
24010,301
24011,78
24012,292
24013,301
24014,221
24015,301
24016,266
24017,297
24018,316
24019,78
24020,78
24021,78
24022,78
24023,78
24024,78
24025,78
24026,263
24027,263
24028,78
24029,317
24030,78
24031,78
24032,266
24033,78
24034,266
24035,311
24036,297
24037,78
24038,78
24039,266
24040,78
24041,297
24042,266
24043,78
24044,328
24045,297
24046,78
24047,266
24048,78
24049,266
24050,78
24051,78
24052,266
24053,524
24054,1968
24055,78
24056,297
24057,78
24058,78
24059,78
24060,317
24061,297
24062,266
24063,266
24064,266
24065,266
24066,297
24067,78
24068,78
24069,78
24070,78
24071,78
24072,78
24073,78
24074,78
24075,266
24076,78
24077,78
24078,297
24079,78
24080,78
24081,317
24082,297
24083,78
24084,16
24085,266
24086,78
24087,78
24088,328
24089,78
24090,78
24091,78
24092,266
24093,266
24094,266
24095,316
24096,266
24097,78
24098,317
24099,297
24100,316
24101,266
24102,266
24103,317
24104,78
24105,78
24106,266
24107,266
24108,78
24109,317
24110,78
24111,266
24112,266
24113,317
24114,263
24115,78
24116,266
24117,2026
24118,266
24119,317
24120,263
24121,266
24122,16
24123,78
24124,78
24125,78
24126,78
24127,78
24128,78
24129,78
24130,78
24131,263
24132,1149
24133,1149
24134,266
24135,20
24136,266
24137,266
24138,301
24139,78
24140,266
24141,266
24142,78
24143,78
24144,78
24145,328
24146,78
24147,266
24148,78
24149,266
24150,266
24151,266
24152,266
24153,77
24154,266
24155,328
24156,78
24157,266
24158,4365
24159,263
24160,78
24161,297
24162,317
24163,78
24164,301
24165,78
24166,316
24167,78
24168,78
24169,317
24170,221
24171,78
24172,78
24173,78
24174,78
24175,78
24176,78
24177,78
24178,78
24179,78
24180,311
24181,78
24182,78
24183,78
24184,297
24185,311
24186,266
24187,297
24188,301
24189,78
24190,78
24191,78
24192,78
24193,78
24194,78
24195,78
24196,266
24197,78
24198,20
24199,297
24200,78
24201,78
24202,8960
24203,328
24204,137
24205,328
24206,316
24207,78
24208,263
24209,78
24210,266
24211,78
24212,78
24213,263
24214,317
24215,78
24216,266
24217,78
24218,78
24219,1968
24220,317
24221,78
24222,78
24223,78
24224,78
24225,1968
24226,78
24227,78
24228,78
24229,78
24230,78
24231,266
24232,78
24233,78
24234,266
24235,266
24236,266
24237,78
24238,78
24239,8960
24240,16
24241,78
24242,524
24243,266
24244,317
24245,2457
24246,524
24247,2457
24248,266
24249,78
24250,78
24251,316
24252,266
24253,266
24254,317
24255,266
24256,78
24257,78
24258,78
24259,78
24260,78
24261,78
24262,297
24263,137
24264,266
24265,78
24266,524
24267,317
24268,266
24269,263
24270,78
24271,78
24272,78
24273,78
24274,317
24275,297
24276,301
24277,317
24278,317
24279,266
24280,266
24281,78
24282,266
24283,266
24284,317
24285,266
24286,266
24287,266
24288,78
24289,316
24290,78
24291,292
24292,297
24293,297
24294,297
24295,297
24296,297
24297,297
24298,297
24299,297
24300,78
24301,78
24302,78
24303,78
24304,78
24305,78
24306,317
24307,78
24308,78
24309,317
24310,1968
24311,1968
24312,1968
24313,1968
24314,1968
24315,317
24316,78
24317,78
24318,297
24319,1968
24320,316
24321,78
24322,317
24323,1965
24324,1968
24325,1968
24326,78
24327,1968
24328,78
24329,1968
24330,317
24331,78
24332,292
24333,317
24334,13
24335,1968
24336,317
24337,1968
24338,317
24339,317
24340,78
24341,266
24342,266
24343,78
24344,78
24345,78
24346,78
24347,266
24348,78
24349,78
24350,78
24351,78
24352,266
24353,317
24354,78
24355,78
24356,78
24357,78
24358,78
24359,78
24360,4961
24361,266
24362,266
24363,317
24364,263
24365,78
24366,78
24367,8904
24368,78
24369,317
24370,317
24371,78
24372,266
24373,1968
24374,1968
24375,266
24376,78
24377,317
24378,1968
24379,78
24380,1968
24381,317
24382,317
24383,311
24384,317
24385,5360
24386,78
24387,78
24388,78
24389,266
24390,78
24391,78
24392,530
24393,78
24394,266
24395,78
24396,78
24397,266
24398,266
24399,317
24400,78
24401,78
24402,78
24403,78
24404,78
24405,266
24406,317
24407,78
24408,317
24409,263
24410,266
24411,78
24412,78
24413,266
24414,266
24415,266
24416,266
24417,266
24418,266
24419,266
24420,78
24421,78
24422,317
24423,1968
24424,317
24425,78
24426,1968
24427,1968
24428,1968
24429,317
24430,317
24431,78
24432,9481
24433,297
24434,374
24435,297
24436,317
24437,317
24438,317
24439,317
24440,317
24441,317
24442,317
24443,317
24444,297
24445,297
24446,297
24447,78
24448,297
24449,317
24450,317
24451,297
24452,297
24453,297
24454,317
24455,78
24456,266
24457,266
24458,266
24459,266
24460,266
24461,266
24462,266
24463,266
24464,266
24465,266
24466,266
24467,266
24468,266
24469,266
24470,266
24471,266
24472,266
24473,78
24474,266
24475,1968
24476,317
24477,317
24478,266
24479,266
24480,266
24481,317
24482,78
24483,266
24484,317
24485,219
24486,1968
24487,266
24488,266
24489,297
24490,78
24491,266
24492,266
24493,266
24494,1968
24495,1968
24496,4787
24497,78
24498,317
24499,1835
24500,266
24501,266
24502,78
24503,78
24504,266
24505,266
24506,266
24507,266
24508,266
24509,266
24510,9481
24511,1968
24512,297
24513,78
24514,1968
24515,1968
24516,266
24517,317
24518,317
24519,266
24520,266
24521,266
24522,317
24523,266
24524,266
24525,1968
24526,78
24527,78
24528,78
24529,1968
24530,297
24531,78
24532,297
24533,250
24534,317
24535,140
24536,266
24537,266
24538,78
24539,78
24540,78
24541,317
24542,78
24543,1968
24544,317
24545,311
24546,266
24547,266
24548,266
24549,266
24550,294
24551,297
24552,1968
24553,78
24554,219
24555,1968
24556,266
24557,266
24558,16
24559,317
24560,317
24561,317
24562,317
24563,317
24564,1968
24565,317
24566,317
24567,1352
24568,1968
24569,317
24570,1968
24571,317
24572,78
24573,78
24574,317
24575,317
24576,317
24577,317
24578,317
24579,317
24580,317
24581,317
24582,317
24583,317
24584,78
24585,317
24586,530
24587,266
24588,266
24589,266
24590,266
24591,78
24592,4961
24593,4961
24594,4961
24595,7332
24596,1968
24597,1968
24598,16
24599,16
24600,311
24601,311
24602,1953
24603,2086
24604,374
24605,263
24606,297
24607,292
24608,1149
24609,1968
24610,78
24611,1149
24612,2321
24613,2050
24614,1965
24615,266
24616,3786
24617,4961
24618,2086
24619,16
24620,292
24621,4961
24622,292
24623,1968
24624,219
24625,1149
24626,13
24627,1968
24628,3786
24629,1149
24630,266
24631,9060
24632,266
24633,316
24634,14744
24635,292
24636,6225
24637,78
24638,1149
24639,530
24640,292
24641,266
24642,98
24643,266
24644,297
24645,22952
24646,292
24647,292
24648,266
24649,266
24650,2086
24651,1352
24652,22952
24653,78
24654,292
24655,2086
24656,1149
24657,263
24658,4961
24659,846
24660,98
24661,1968
24662,297
24663,77
24664,78
24665,266
24666,1078
24667,10742
24668,98
24669,292
24670,292
24671,78
24672,374
24673,266
24674,10715
24675,328
24676,78
24677,1953
24678,301
24679,292
24680,266
24681,266
24682,266
24683,266
24684,317
24685,1968
24686,292
24687,266
24688,266
24689,266
24690,316
24691,297
24692,1968
24693,4961
24694,297
24695,317
24696,374
24697,78
24698,297
24699,78
24700,297
24701,297
24702,297
24703,297
24704,297
24705,297
24706,297
24707,297
24708,297
24709,297
24710,1968
24711,374
24712,13
24713,297
24714,297
24715,297
24716,297
24717,297
24718,317
24719,1968
24720,1968
24721,316
24722,78
24723,78
24724,317
24725,317
24726,317
24727,317
24728,250
24729,316
24730,317
24731,16
24732,317
24733,1968
24734,301
24735,2050
24736,317
24737,530
24738,317
24739,13
24740,317
24741,175
24742,266
24743,266
24744,266
24745,266
24746,266
24747,250
24748,266
24749,1968
24750,317
24751,13
24752,8561
24753,328
24754,78
24755,297
24756,328
24757,16
24758,1968
24759,16
24760,78
24761,78
24762,292
24763,16
24764,6166
24765,1968
24766,78
24767,311
24768,311
24769,6225
24770,317
24771,317
24772,266
24773,78
24774,78
24775,1968
24776,250
24777,250
24778,250
24779,250
24780,250
24781,250
24782,250
24783,250
24784,250
24785,250
24786,250
24787,317
24788,317
24789,1968
24790,317
24791,78
24792,317
24793,1968
24794,250
24795,1968
24796,266
24797,266
24798,16
24799,266
24800,78
24801,266
24802,78
24803,16
24804,299
24805,266
24806,266
24807,266
24808,266
24809,266
24810,266
24811,16
24812,317
24813,317
24814,317
24815,317
24816,317
24817,317
24818,317
24819,317
24820,317
24821,317
24822,317
24823,317
24824,317
24825,317
24826,317
24827,317
24828,317
24829,317
24830,317
24831,317
24832,317
24833,317
24834,317
24835,317
24836,317
24837,317
24838,317
24839,317
24840,317
24841,317
24842,317
24843,317
24844,317
24845,317
24846,317
24847,317
24848,317
24849,317
24850,317
24851,317
24852,317
24853,317
24854,317
24855,1968
24856,317
24857,317
24858,317
24859,317
24860,317
24861,317
24862,317
24863,317
24864,317
24865,297
24866,317
24867,317
24868,317
24869,266
24870,78
24871,78
24872,78
24873,78
24874,1968
24875,266
24876,221
24877,2086
24878,317
24879,317
24880,317
24881,317
24882,317
24883,1968
24884,1968
24885,4961
24886,317
24887,317
24888,317
24889,317
24890,317
24891,317
24892,317
24893,317
24894,317
24895,266
24896,266
24897,266
24898,266
24899,266
24900,1968
24901,78
24902,1968
24903,4961
24904,4961
24905,4961
24906,2050
24907,4961
24908,1968
24909,4961
24910,4961
24911,4961
24912,4961
24913,19407
24914,78
24915,4961
24916,78
24917,78
24918,4961
24919,78
24920,16
24921,16
24922,317
24923,317
24924,78
24925,219
24926,317
24927,263
24928,16
24929,175
24930,1968
24931,16
24932,266
24933,16
24934,311
24935,16
24936,1149
24937,292
24938,297
24939,292
24940,2086
24941,297
24942,297
24943,5360
24944,78
24945,292
24946,292
24947,5186
24948,4024
24949,292
24950,98
24951,5360
24952,329
24953,292
24954,9118
24955,1968
24956,297
24957,9118
24958,317
24959,317
24960,317
24961,16429
24962,3491
24963,6225
24964,1149
24965,317
24966,292
24967,6225
24968,311
24969,1149
24970,1078
24971,5186
24972,292
24973,77
24974,8561
24975,266
24976,317
24977,317
24978,297
24979,297
24980,1968
24981,297
24982,297
24983,297
24984,297
24985,297
24986,266
24987,297
24988,297
24989,317
24990,297
24991,297
24992,297
24993,1968
24994,78
24995,297
24996,297
24997,297
24998,297
24999,297
25000,297
25001,297
25002,297
25003,1968
25004,266
25005,266
25006,266
25007,16
25008,263
25009,317
25010,263
25011,10293
25012,297
25013,266
25014,266
25015,266
25016,266
25017,266
25018,1968
25019,266
25020,266
25021,78
25022,266
25023,317
25024,317
25025,341
25026,78
25027,78
25028,175
25029,1968
25030,4961
25031,317
25032,317
25033,78
25034,16
25035,250
25036,266
25037,317
25038,317
25039,317
25040,4858
25041,16
25042,317
25043,317
25044,317
25045,266
25046,1352
25047,9021
25048,317
25049,6225
25050,16
25051,16
25052,4961
25053,266
25054,78
25055,78
25056,317
25057,13
25058,297
25059,8082
25060,7332
25061,374
25062,341
25063,294
25064,317
25065,317
25066,4961
25067,317
25068,317
25069,317
25070,317
25071,317
25072,317
25073,1932
25074,317
25075,317
25076,317
25077,317
25078,317
25079,317
25080,317
25081,317
25082,4961
25083,317
25084,317
25085,317
25086,317
25087,317
25088,340
25089,317
25090,317
25091,78
25092,4961
25093,317
25094,317
25095,317
25096,317
25097,317
25098,4961
25099,317
25100,317
25101,317
25102,317
25103,317
25104,317
25105,317
25106,317
25107,317
25108,317
25109,317
25110,317
25111,266
25112,266
25113,78
25114,4961
25115,4961
25116,4961
25117,4961
25118,4961
25119,4961
25120,4961
25121,4961
25122,4961
25123,4961
25124,4961
25125,4961
25126,4961
25127,4961
25128,4961
25129,4961
25130,4961
25131,317
25132,4961
25133,4961
25134,4961
25135,4961
25136,16
25137,78
25138,297
25139,297
25140,16
25141,374
25142,317
25143,297
25144,266
25145,78
25146,317
25147,78
25148,78
25149,317
25150,78
25151,78
25152,16
25153,317
25154,317
25155,292
25156,78
25157,78
25158,78
25159,4961
25160,301
25161,297
25162,292
25163,317
25164,2086
25165,221
25166,78
25167,297
25168,78
25169,340
25170,1078
25171,78
25172,374
25173,292
25174,5186
25175,5753
25176,78
25177,6225
25178,2816
25179,297
25180,78
25181,5186
25182,98
25183,316
25184,266
25185,98
25186,98
25187,7322
25188,7322
25189,292
25190,292
25191,98
25192,292
25193,374
25194,78
25195,78
25196,1149
25197,2816
25198,78
25199,1968
25200,297
25201,78
25202,292
25203,98
25204,292
25205,6225
25206,8082
25207,292
25208,5094
25209,292
25210,8561
25211,4024
25212,292
25213,98
25214,2663
25215,78
25216,1968
25217,78
25218,266
25219,266
25220,266
25221,266
25222,266
25223,266
25224,78
25225,250
25226,297
25227,297
25228,4961
25229,1968
25230,297
25231,317
25232,340
25233,78
25234,78
25235,297
25236,266
25237,297
25238,317
25239,317
25240,266
25241,311
25242,266
25243,317
25244,317
25245,266
25246,266
25247,266
25248,78
25249,78
25250,266
25251,78
25252,530
25253,317
25254,297
25255,297
25256,78
25257,78
25258,317
25259,266
25260,4961
25261,530
25262,4961
25263,297
25264,297
25265,78
25266,266
25267,16
25268,266
25269,16
25270,297
25271,266
25272,297
25273,297
25274,78
25275,1968
25276,16
25277,78
25278,78
25279,78
25280,374
25281,297
25282,78
25283,78
25284,6166
25285,317
25286,311
25287,78
25288,317
25289,297
25290,311
25291,297
25292,16
25293,13
25294,16
25295,7040
25296,6166
25297,317
25298,78
25299,297
25300,301
25301,297
25302,78
25303,78
25304,78
25305,78
25306,374
25307,78
25308,13
25309,78
25310,16
25311,78
25312,78
25313,297
25314,297
25315,16
25316,78
25317,317
25318,317
25319,317
25320,317
25321,317
25322,317
25323,317
25324,317
25325,317
25326,317
25327,317
25328,317
25329,317
25330,317
25331,317
25332,297
25333,317
25334,6048
25335,317
25336,317
25337,1965
25338,317
25339,317
25340,317
25341,317
25342,317
25343,78
25344,317
25345,317
25346,317
25347,317
25348,317
25349,317
25350,317
25351,317
25352,317
25353,317
25354,317
25355,292
25356,317
25357,297
25358,1968
25359,317
25360,317
25361,317
25362,317
25363,317
25364,78
25365,316
25366,297
25367,4961
25368,3145
25369,4961
25370,530
25371,8561
25372,5360
25373,78
25374,16
25375,1968
25376,297
25377,266
25378,266
25379,78
25380,317
25381,78
25382,1968
25383,78
25384,78
25385,78
25386,297
25387,297
25388,266
25389,266
25390,317
25391,317
25392,317
25393,317
25394,16
25395,297
25396,98
25397,78
25398,266
25399,286
25400,78
25401,317
25402,317
25403,374
25404,78
25405,1149
25406,5337
25407,78
25408,98
25409,3786
25410,78
25411,98
25412,77
25413,4961
25414,292
25415,297
25416,317
25417,292
25418,78
25419,6225
25420,1149
25421,78
25422,78
25423,2816
25424,292
25425,98
25426,1149
25427,7322
25428,2816
25429,77
25430,292
25431,297
25432,297
25433,297
25434,297
25435,78
25436,297
25437,297
25438,297
25439,3527
25440,297
25441,317
25442,297
25443,78
25444,78
25445,297
25446,78
25447,78
25448,297
25449,78
25450,266
25451,78
25452,297
25453,297
25454,297
25455,297
25456,317
25457,301
25458,4961
25459,4961
25460,4961
25461,266
25462,16
25463,16
25464,297
25465,13
25466,297
25467,317
25468,297
25469,317
25470,16
25471,3145
25472,297
25473,317
25474,297
25475,292
25476,78
25477,297
25478,317
25479,317
25480,297
25481,317
25482,297
25483,78
25484,266
25485,286
25486,317
25487,4961
25488,317
25489,317
25490,317
25491,297
25492,1965
25493,78
25494,299
25495,1968
25496,4961
25497,317
25498,4961
25499,78
25500,297
25501,78
25502,78
25503,297
25504,317
25505,317
25506,266
25507,297
25508,1968
25509,297
25510,78
25511,78
25512,317
25513,297
25514,78
25515,78
25516,1968
25517,4961
25518,2516
25519,78
25520,16
25521,297
25522,317
25523,78
25524,1352
25525,4961
25526,78
25527,78
25528,1149
25529,4961
25530,78
25531,98
25532,78
25533,2086
25534,98
25535,317
25536,78
25537,374
25538,78
25539,2086
25540,1149
25541,2516
25542,4961
25543,98
25544,4961
25545,1524
25546,78
25547,1078
25548,2816
25549,317
25550,530
25551,297
25552,297
25553,98
25554,78
25555,4961
25556,78
25557,6881
25558,4961
25559,4961
25560,292
25561,2086
25562,78
25563,98
25564,1149
25565,77
25566,2457
25567,2086
25568,299
25569,2321
25570,2321
25571,2816
25572,77
25573,98
25574,78
25575,78
25576,78
25577,4961
25578,3803
25579,4216
25580,78
25581,2816
25582,78
25583,4961
25584,297
25585,297
25586,317
25587,297
25588,317
25589,301
25590,297
25591,297
25592,266
25593,297
25594,317
25595,317
25596,317
25597,297
25598,16
25599,78
25600,297
25601,297
25602,78
25603,266
25604,78
25605,1965
25606,1965
25607,297
25608,4961
25609,4961
25610,374
25611,78
25612,292
25613,301
25614,2204
25615,98
25616,340
25617,297
25618,78
25619,266
25620,4961
25621,297
25622,286
25623,329
25624,266
25625,317
25626,846
25627,8229
25628,1349
25629,4961
25630,78
25631,4961
25632,78
25633,4961
25634,78
25635,4961
25636,317
25637,1968
25638,4961
25639,4961
25640,4961
25641,266
25642,266
25643,4961
25644,266
25645,266
25646,78
25647,2816
25648,4961
25649,5360
25650,1149
25651,374
25652,1149
25653,4961
25654,78
25655,297
25656,78
25657,5360
25658,250
25659,78
25660,250
25661,4961
25662,2816
25663,250
25664,78
25665,250
25666,250
25667,5360
25668,78
25669,317
25670,4961
25671,5360
25672,5360
25673,78
25674,317
25675,4961
25676,286
25677,78
25678,4961
25679,4961
25680,374
25681,297
25682,250
25683,2816
25684,2816
25685,266
25686,4961
25687,266
25688,78
25689,297
25690,250
25691,250
25692,78
25693,250
25694,4961
25695,317
25696,297
25697,4961
25698,4961
25699,292
25700,317
25701,78
25702,317
25703,5360
25704,250
25705,297
25706,78
25707,297
25708,98
25709,297
25710,317
25711,2816
25712,3803
25713,297
25714,2816
25715,2816
25716,98
25717,297
25718,286
25719,98
25720,98
25721,2086
25722,317
25723,1694
25724,1149
25725,78
25726,2816
25727,297
25728,1149
25729,286
25730,98
25731,292
25732,1149
25733,98
25734,297
25735,8597
25736,317
25737,317
25738,1968
25739,297
25740,374
25741,3316
25742,1149
25743,530
25744,297
25745,175
25746,2249
25747,297
25748,297
25749,297
25750,297
25751,317
25752,297
25753,78
25754,266
25755,78
25756,2816
25757,316
25758,297
25759,266
25760,4961
25761,78
25762,250
25763,250
25764,250
25765,250
25766,250
25767,250
25768,250
25769,250
25770,250
25771,250
25772,250
25773,250
25774,250
25775,250
25776,250
25777,266
25778,266
25779,297
25780,16259
25781,5551
25782,297
25783,78
25784,297
25785,2516
25786,297
25787,266
25788,8229
25789,98
25790,78
25791,4961
25792,297
25793,266
25794,1346
25795,266
25796,530
25797,301
25798,297
25799,297
25800,175
25801,297
25802,317
25803,266
25804,297
25805,1078
25806,250
25807,250
25808,2673
25809,266
25810,250
25811,unknown
25812,297
25813,1149
25814,286
25815,98
25816,2297
25817,297
25818,78
25819,1694
25820,78
25821,16
25822,2693
25823,98
25824,266
25825,297
25826,98
25827,530
25828,297
25829,98
25830,98
25831,297
25832,286
25833,297
25834,78
25835,297
25836,297
25837,4055
25838,266
25839,1149
25840,16
25841,1149
25842,266
25843,2086
25844,4961
25845,1149
25846,78
25847,266
25848,4961
25849,263
25850,2086
25851,297
25852,1149
25853,78
25854,4961
25855,78
25856,1149
25857,266
25858,78
25859,1149
25860,1149
25861,78
25862,4961
25863,266
25864,297
25865,78
25866,4961
25867,14
25868,266
25869,3379
25870,297
25871,297
25872,297
25873,297
25874,317
25875,98
25876,2086
25877,16
25878,317
25879,317
25880,297
25881,317
25882,98
25883,266
25884,374
25885,16
25886,16
25887,16
25888,2816
25889,297
25890,98
25891,286
25892,297
25893,297
25894,2816
25895,266
25896,78
25897,266
25898,266
25899,266
25900,266
25901,297
25902,266
25903,266
25904,266
25905,266
25906,297
25907,266
25908,266
25909,266
25910,266
25911,266
25912,266
25913,266
25914,266
25915,266
25916,266
25917,266
25918,4961
25919,250
25920,78
25921,266
25922,266
25923,266
25924,266
25925,2050
25926,266
25927,266
25928,266
25929,266
25930,78
25931,266
25932,266
25933,266
25934,266
25935,266
25936,266
25937,266
25938,266
25939,266
25940,846
25941,266
25942,266
25943,2816
25944,78
25945,316
25946,2816
25947,2816
25948,2816
25949,78
25950,1149
25951,297
25952,286
25953,78
25954,297
25955,297
25956,297
25957,2816
25958,530
25959,374
25960,98
25961,286
25962,297
25963,297
25964,2457
25965,297
25966,286
25967,266
25968,4961
25969,266
25970,266
25971,266
25972,266
25973,266
25974,297
25975,266
25976,266
25977,266
25978,266
25979,4961
25980,266
25981,846
25982,266
25983,266
25984,4961
25985,266
25986,266
25987,4961
25988,286
25989,4961
25990,266
25991,266
25992,266
25993,266
25994,266
25995,4961
25996,266
25997,78
25998,266
25999,266
26000,266
26001,266
26002,266
26003,266
26004,4961
26005,4961
26006,266
26007,4961
26008,266
26009,266
26010,266
26011,266
26012,124
26013,4961
26014,4961
26015,4961
26016,266
26017,266
26018,266
26019,301
26020,1968
26021,1968
26022,78
26023,2816
26024,2816
26025,2816
26026,78
26027,1149
26028,1149
26029,78
26030,286
26031,286
26032,286
26033,1706
26034,1149
26035,297
26036,374
26037,266
26038,286
26039,1968
26040,1149
26041,2204
26042,78
26043,266
26044,1149
26045,266
26046,266
26047,266
26048,846
26049,297
26050,297
26051,297
26052,266
26053,4961
26054,2642
26055,846
26056,4961
26057,266
26058,266
26059,266
26060,266
26061,266
26062,297
26063,266
26064,266
26065,1425
26066,266
26067,266
26068,297
26069,78
26070,266
26071,374
26072,266
26073,250
26074,78
26075,286
26076,1149
26077,297
26078,297
26079,266
26080,266
26081,98
26082,1149
26083,286
26084,266
26085,297
26086,297
26087,266
26088,266
26089,266
26090,266
26091,266
26092,266
26093,266
26094,4961
26095,1149
26096,4961
26097,4961
26098,4961
26099,4961
26100,4961
26101,4961
26102,4961
26103,2816
26104,4961
26105,4961
26106,4961
26107,2457
26108,4961
26109,4961
26110,2816
26111,2816
26112,unknown
26113,77
26114,286
26115,8597
26116,1149
26117,1149
26118,266
26119,286
26120,1149
26121,286
26122,78
26123,266
26124,286
26125,266
26126,266
26127,1149
26128,266
26129,297
26130,266
26131,2297
26132,1149
26133,286
26134,4961
26135,78
26136,2204
26137,266
26138,297
26139,297
26140,297
26141,1149
26142,374
26143,1347
26144,422
26145,1352
26146,1149
26147,124
26148,266
26149,2297
26150,1149
26151,1352
26152,286
26153,297
26154,297
26155,1149
26156,1352
26157,266
26158,266
26159,286
26160,297
26161,286
26162,1149
26163,1149
26164,286
26165,286
26166,1352
26167,286
26168,266
26169,266
26170,266
26171,266
26172,297
26173,266
26174,266
26175,297
26176,266
26177,286
26178,286
26179,317
26180,286
26181,286
26182,286
26183,530
26184,374
26185,286
26186,422
26187,422
26188,846
26189,1149
26190,422
26191,1352
26192,286
26193,422
26194,1352
26195,1149
26196,1352
26197,422
26198,297
26199,286
26200,98
26201,286
26202,1149
26203,1149
26204,1149
26205,4068
26206,1352
26207,297
26208,297
26209,1149
26210,1352
26211,1253
26212,1352
26213,297
26214,286
26215,286
26216,286
26217,286
26218,286
26219,286
26220,1149
26221,297
26222,846
26223,4961
26224,4961
26225,1149
26226,1352
26227,1352
26228,1149
26229,286
26230,286
26231,286
26232,286
26233,1352
26234,1352
26235,1149
26236,4961
26237,1352
26238,297
26239,1352
26240,1352
26241,297
26242,286
26243,286
26244,286
26245,286
26246,1149
26247,286
26248,1149
26249,1352
26250,1149
26251,1149
26252,1149
26253,1149
26254,1149
26255,4961
26256,4961
26257,4961
26258,4961
26259,4961
26260,4961
26261,297
26262,297
26263,1149
26264,1149
26265,4961
26266,286
26267,286
26268,286
26269,286
26270,1352
26271,1149
26272,297
26273,1149
26274,1149
26275,1352
26276,1352
26277,98
26278,1149
26279,286
26280,98
26281,1149
26282,286
26283,1149
26284,350
26285,1149
26286,67
26287,286
26288,286
26289,1149
26290,1149
26291,1149
26292,1149
26293,297
26294,1352
26295,1149
26296,286
26297,1149
26298,1149
26299,1149
26300,1149
26301,1149
26302,1149
26303,286
26304,3605
26305,3605
26306,286
26307,1149
26308,286
26309,3605
26310,8597
26311,8597
26312,286
26313,1149
26314,1149
26315,1149
26316,33
26317,1149
26318,1149
26319,1149
26320,1352
26321,1352
26322,1149
26323,78
26324,1352
26325,1149
26326,1352
26327,1149
26328,286
26329,1352
26330,1149
26331,1352
26332,1149
26333,1149
26334,297
26335,1149
26336,1149
26337,1149
26338,286
26339,3605
26340,1149
26341,1149
26342,374
26343,297
26344,297
26345,1149
26346,33
26347,1149
26348,1352
26349,1149
26350,1149
26351,1149
26352,422
26353,1352
26354,1352
26355,1149
26356,1352
26357,422
26358,286
26359,350
26360,286
26361,297
26362,1352
26363,1149
26364,1149
26365,1149
26366,1149
26367,286
26368,1149
26369,350
26370,1149
26371,3136
26372,1149
26373,1149
26374,1352
26375,286
26376,1352
26377,1149
26378,286
26379,1149
26380,286
26381,297
26382,1149
26383,1149
26384,1352
26385,1149
26386,1352
26387,1149
26388,1149
26389,1149
26390,78
26391,1149
26392,1149
26393,1352
26394,1149
26395,1149
26396,350
26397,1149
26398,1149
26399,8597
26400,1352
26401,286
26402,1149
26403,1149
26404,1149
26405,286
26406,286
26407,286
26408,3605
26409,286
