,is_referenced_by_count
25423,4.0
25424,11.0
25425,0.0
25426,2.0
25427,1.0
25428,1.0
25429,3.0
25430,280.0
25431,16.0
25432,11.0
25433,7.0
25434,16.0
25435,26.0
25436,18.0
25437,20.0
25438,5.0
25439,5.0
25440,21.0
25441,6.0
25442,10.0
25443,30.0
25444,14.0
25445,22.0
25446,7.0
25447,9.0
25448,11.0
25449,0.0
25450,0.0
25451,65.0
25452,29.0
25453,10.0
25454,61.0
25455,32.0
25456,22.0
25457,7.0
25458,1.0
25459,0.0
25460,2.0
25461,1.0
25462,50.0
25463,21.0
25464,18.0
25465,4.0
25466,3.0
25467,6.0
25468,8.0
25469,9.0
25470,61.0
25471,4.0
25472,6.0
25473,7.0
25474,11.0
25475,4.0
25476,1.0
25477,14.0
25478,35.0
25479,6.0
25480,9.0
25481,11.0
25482,53.0
25483,2.0
25484,2.0
25485,3.0
25486,4.0
25487,0.0
25488,21.0
25489,4.0
25490,1.0
25491,86.0
25492,3.0
25493,2.0
25494,1.0
25495,7.0
25496,1.0
25497,3.0
25498,9.0
25499,4.0
25500,1.0
25501,28.0
25502,11.0
25503,30.0
25504,14.0
25505,23.0
25506,4.0
25507,45.0
25508,5.0
25509,28.0
25510,18.0
25511,5.0
25512,3.0
25513,40.0
25514,8.0
25515,3.0
25516,13.0
25517,1.0
25518,5.0
25519,9.0
25520,22.0
25521,17.0
25522,17.0
25523,19.0
25524,1.0
25525,0.0
25526,4.0
25527,1.0
25528,1.0
25529,0.0
25530,1.0
25531,4.0
25532,2.0
25533,27.0
25534,0.0
25535,26.0
25536,0.0
25537,0.0
25538,4.0
25539,3.0
25540,5.0
25541,0.0
25542,0.0
25543,1.0
25544,2.0
25545,3.0
25546,0.0
25547,8.0
25548,3.0
25549,10.0
25550,0.0
25551,12.0
25552,40.0
25553,2.0
25554,0.0
25555,1.0
25556,6.0
25557,0.0
25558,0.0
25559,2.0
25560,7.0
25561,21.0
25562,3.0
25563,1.0
25564,1.0
25565,7.0
25566,2.0
25567,16.0
25568,6.0
25569,3.0
25570,1.0
25571,5.0
25572,5.0
25573,3.0
25574,3.0
25575,7.0
25576,0.0
25577,4.0
25578,1.0
25579,0.0
25580,50.0
25581,0.0
25582,1.0
25583,0.0
25584,5.0
25585,5.0
25586,1.0
25587,3.0
25588,31.0
25589,35.0
25590,1.0
25591,8.0
25592,9.0
25593,9.0
25594,11.0
25595,2.0
25596,9.0
25597,7.0
25598,9.0
25599,90.0
25600,39.0
25601,25.0
25602,25.0
25603,48.0
25604,44.0
25605,1.0
25606,5.0
25607,13.0
25608,3.0
25609,0.0
25610,78.0
25611,6.0
25612,5.0
25613,11.0
25614,3.0
25615,2.0
25616,27.0
25617,40.0
25618,24.0
25619,24.0
25620,1.0
25621,51.0
25622,6.0
25623,10.0
25624,1.0
25625,3.0
25626,7.0
25627,1.0
25628,0.0
25629,0.0
25630,5.0
25631,0.0
25632,4.0
25633,1.0
25634,0.0
25635,0.0
25636,23.0
25637,8.0
25638,0.0
25639,7.0
25640,2.0
25641,14.0
25642,1.0
25643,2.0
25644,1.0
25645,3.0
25646,10.0
25647,0.0
25648,0.0
25649,0.0
25650,8.0
25651,2.0
25652,1.0
25653,7.0
25654,2.0
25655,1.0
25656,6.0
25657,2.0
25658,0.0
25659,8.0
25660,3.0
25661,0.0
25662,7.0
25663,1.0
25664,9.0
25665,1.0
25666,0.0
25667,0.0
25668,2.0
25669,2.0
25670,4.0
25671,0.0
25672,0.0
25673,15.0
25674,6.0
25675,3.0
25676,17.0
25677,54.0
25678,4.0
25679,1.0
25680,3.0
25681,9.0
25682,4.0
25683,9.0
25684,7.0
25685,3.0
25686,3.0
25687,0.0
25688,5.0
25689,11.0
25690,0.0
25691,6.0
25692,1.0
25693,0.0
25694,0.0
25695,25.0
25696,1.0
25697,1.0
25698,1.0
25699,8.0
25700,83.0
25701,63.0
25702,4.0
25703,0.0
25704,0.0
25705,31.0
25706,7.0
25707,32.0
25708,8.0
25709,29.0
25710,13.0
25711,4.0
25712,1.0
25713,30.0
25714,4.0
25715,6.0
25716,10.0
25717,78.0
25718,4.0
25719,6.0
25720,6.0
25721,80.0
25722,12.0
25723,0.0
25724,3.0
25725,9.0
25726,8.0
25727,16.0
25728,0.0
25729,10.0
25730,3.0
25731,9.0
25732,12.0
25733,1.0
25734,34.0
25735,34.0
25736,6.0
25737,8.0
25738,325.0
25739,3.0
25740,3.0
25741,1.0
25742,3.0
25743,20.0
25744,18.0
25745,37.0
25746,9.0
25747,35.0
25748,44.0
25749,5.0
25750,231.0
25751,26.0
25752,14.0
25753,1.0
25754,11.0
25755,40.0
25756,1.0
25757,67.0
25758,38.0
25759,6.0
25760,0.0
25761,28.0
25762,2.0
25763,0.0
25764,0.0
25765,16.0
25766,0.0
25767,2.0
25768,0.0
25769,0.0
25770,1.0
25771,2.0
25772,0.0
25773,1.0
25774,1.0
25775,3.0
25776,2.0
25777,4.0
25778,2.0
25779,8.0
25780,3.0
25781,11.0
25782,12.0
25783,2.0
25784,20.0
25785,6.0
25786,37.0
25787,20.0
25788,0.0
25789,19.0
25790,39.0
25791,0.0
25792,1.0
25793,4.0
25794,1.0
25795,2.0
25796,10.0
25797,11.0
25798,23.0
25799,9.0
25800,2.0
25801,9.0
25802,12.0
25803,2.0
25804,9.0
25805,1.0
25806,0.0
25807,3.0
25808,2.0
25809,1.0
25810,45.0
25811,0.0
25812,88.0
25813,76.0
25814,2.0
25815,9.0
25816,0.0
25817,16.0
25818,57.0
25819,0.0
25820,15.0
25821,8.0
25822,0.0
25823,7.0
25824,17.0
25825,4.0
25826,3.0
25827,36.0
25828,14.0
25829,11.0
25830,5.0
25831,2.0
25832,25.0
25833,13.0
25834,4.0
25835,17.0
25836,121.0
25837,1.0
25838,13.0
25839,1.0
25840,15.0
25841,0.0
25842,8.0
25843,6.0
25844,9.0
25845,2.0
25846,0.0
25847,0.0
25848,1.0
25849,13.0
25850,7.0
25851,4.0
25852,4.0
25853,20.0
25854,11.0
25855,1.0
25856,3.0
25857,20.0
25858,0.0
25859,1.0
25860,2.0
25861,0.0
25862,4.0
25863,1.0
25864,4.0
25865,17.0
25866,11.0
25867,1.0
25868,0.0
25869,0.0
25870,30.0
25871,6.0
25872,17.0
25873,5.0
25874,10.0
25875,5.0
25876,5.0
25877,47.0
25878,27.0
25879,6.0
25880,3.0
25881,1.0
25882,5.0
25883,0.0
25884,5.0
25885,54.0
25886,11.0
25887,14.0
25888,0.0
25889,8.0
25890,1.0
25891,23.0
25892,9.0
25893,28.0
25894,2.0
25895,4.0
25896,6.0
25897,0.0
25898,3.0
25899,2.0
25900,1.0
25901,5.0
25902,0.0
25903,0.0
25904,0.0
25905,0.0
25906,2.0
25907,0.0
25908,1.0
25909,12.0
25910,4.0
25911,3.0
25912,1.0
25913,6.0
25914,2.0
25915,8.0
25916,7.0
25917,0.0
25918,4.0
25919,1.0
25920,2.0
25921,1.0
25922,0.0
25923,1.0
25924,0.0
25925,0.0
25926,0.0
25927,10.0
25928,2.0
25929,9.0
25930,6.0
25931,2.0
25932,1.0
25933,2.0
25934,0.0
25935,6.0
25936,1.0
25937,1.0
25938,2.0
25939,4.0
25940,5.0
25941,2.0
25942,1.0
25943,4.0
25944,7.0
25945,158.0
25946,2.0
25947,7.0
25948,2.0
25949,8.0
25950,7.0
25951,30.0
25952,74.0
25953,50.0
25954,28.0
25955,24.0
25956,79.0
25957,2.0
25958,2.0
25959,12.0
25960,3.0
25961,1.0
25962,9.0
25963,42.0
25964,4.0
25965,17.0
25966,33.0
25967,6.0
25968,2.0
25969,2.0
25970,0.0
25971,32.0
25972,0.0
25973,0.0
25974,23.0
25975,0.0
25976,1.0
25977,7.0
25978,2.0
25979,9.0
25980,1.0
25981,12.0
25982,1.0
25983,0.0
25984,5.0
25985,14.0
25986,7.0
25987,2.0
25988,5.0
25989,0.0
25990,1.0
25991,12.0
25992,2.0
25993,1.0
25994,3.0
25995,2.0
25996,1.0
25997,0.0
25998,2.0
25999,10.0
26000,1.0
26001,1.0
26002,0.0
26003,3.0
26004,1.0
26005,0.0
26006,0.0
26007,3.0
26008,3.0
26009,4.0
26010,1.0
26011,1.0
26012,1.0
26013,0.0
26014,0.0
26015,0.0
26016,0.0
26017,3.0
26018,0.0
26019,3.0
26020,6.0
26021,113.0
26022,10.0
26023,2.0
26024,1.0
26025,3.0
26026,1.0
26027,0.0
26028,5.0
26029,6.0
26030,28.0
26031,18.0
26032,26.0
26033,20.0
26034,16.0
26035,32.0
26036,8.0
26037,52.0
26038,51.0
26039,76.0
26040,0.0
26041,0.0
26042,2.0
26043,3.0
26044,126.0
26045,2.0
26046,9.0
26047,2.0
26048,10.0
26049,25.0
26050,10.0
26051,9.0
26052,8.0
26053,9.0
26054,3.0
26055,0.0
26056,8.0
26057,1.0
26058,0.0
26059,0.0
26060,5.0
26061,6.0
26062,16.0
26063,2.0
26064,1.0
26065,20.0
26066,5.0
26067,9.0
26068,4.0
26069,8.0
26070,1.0
26071,2.0
26072,8.0
26073,11.0
26074,2.0
26075,56.0
26076,11.0
26077,10.0
26078,11.0
26079,2.0
26080,7.0
26081,4.0
26082,10.0
26083,12.0
26084,19.0
26085,13.0
26086,0.0
26087,4.0
26088,2.0
26089,3.0
26090,3.0
26091,3.0
26092,0.0
26093,14.0
26094,8.0
26095,4.0
26096,4.0
26097,5.0
26098,9.0
26099,4.0
26100,5.0
26101,2.0
26102,1.0
26103,0.0
26104,2.0
26105,5.0
26106,2.0
26107,5.0
26108,2.0
26109,27.0
26110,5.0
26111,1.0
26112,0.0
26113,2.0
26114,47.0
26115,20.0
26116,0.0
26117,4.0
26118,5.0
26119,13.0
26120,5.0
26121,56.0
26122,25.0
26123,38.0
26124,33.0
26125,10.0
26126,10.0
26127,2.0
26128,2.0
26129,0.0
26130,29.0
26131,5.0
26132,1.0
26133,10.0
26134,3.0
26135,8.0
26136,30.0
26137,13.0
26138,7.0
26139,11.0
26140,1.0
26141,7.0
26142,4.0
26143,19.0
26144,1.0
26145,0.0
26146,2.0
26147,27.0
26148,1.0
26149,4.0
26150,4.0
26151,3.0
26152,13.0
26153,8.0
26154,18.0
26155,1.0
26156,3.0
26157,13.0
26158,4.0
26159,1.0
26160,8.0
26161,39.0
26162,3.0
26163,8.0
26164,8.0
26165,43.0
26166,1.0
26167,11.0
26168,3.0
26169,5.0
26170,7.0
26171,17.0
26172,20.0
26173,0.0
26174,0.0
26175,12.0
26176,5.0
26177,51.0
26178,25.0
26179,0.0
26180,9.0
26181,12.0
26182,92.0
26183,6.0
26184,0.0
26185,23.0
26186,0.0
26187,0.0
26188,1.0
26189,11.0
26190,4.0
26191,3.0
26192,21.0
26193,2.0
26194,1.0
26195,10.0
26196,1.0
26197,2.0
26198,25.0
26199,5.0
26200,0.0
26201,24.0
26202,7.0
26203,12.0
26204,10.0
26205,2.0
26206,0.0
26207,71.0
26208,11.0
26209,3.0
26210,7.0
26211,4.0
26212,0.0
26213,16.0
26214,66.0
26215,24.0
26216,10.0
26217,25.0
26218,27.0
26219,159.0
26220,4.0
26221,28.0
26222,1.0
26223,3.0
26224,0.0
26225,5.0
26226,0.0
26227,3.0
26228,1.0
26229,26.0
26230,17.0
26231,116.0
26232,84.0
26233,0.0
26234,0.0
26235,2.0
26236,0.0
26237,3.0
26238,28.0
26239,0.0
26240,0.0
26241,20.0
26242,86.0
26243,44.0
26244,4.0
26245,18.0
26246,7.0
26247,36.0
26248,72.0
26249,0.0
26250,25.0
26251,21.0
26252,5.0
26253,8.0
26254,25.0
26255,2.0
26256,3.0
26257,2.0
26258,2.0
26259,1.0
26260,2.0
26261,27.0
26262,5.0
26263,50.0
26264,4.0
26265,1.0
26266,18.0
26267,24.0
26268,8.0
26269,3.0
26270,6.0
26271,28.0
26272,25.0
26273,6.0
26274,1.0
26275,2.0
26276,0.0
26277,18.0
26278,28.0
26279,1.0
26280,4.0
26281,15.0
26282,4.0
26283,3.0
26284,5.0
26285,30.0
26286,20.0
26287,39.0
26288,75.0
26289,3.0
26290,3.0
26291,4.0
26292,16.0
26293,36.0
26294,0.0
26295,1.0
26296,18.0
26297,11.0
26298,11.0
26299,1.0
26300,51.0
26301,0.0
26302,153.0
26303,18.0
26304,35.0
26305,24.0
26306,9.0
26307,60.0
26308,70.0
26309,4.0
26310,0.0
26311,0.0
26312,220.0
26313,6.0
26314,88.0
26315,32.0
26316,2.0
26317,63.0
26318,46.0
26319,220.0
26320,2.0
26321,0.0
26322,27.0
26323,10.0
26324,0.0
26325,17.0
26326,0.0
26327,0.0
26328,51.0
26329,0.0
26330,1.0
26331,3.0
26332,63.0
26333,4.0
26334,2.0
26335,0.0
26336,1.0
26337,1.0
26338,17.0
26339,5.0
26340,4.0
26341,8.0
26342,62.0
26343,0.0
26344,1.0
26345,1.0
26346,2.0
26347,44.0
26348,0.0
26349,36.0
26350,7.0
26351,358.0
26352,0.0
26353,5.0
26354,0.0
26355,315.0
26356,0.0
26357,0.0
26358,78.0
26359,0.0
26360,1.0
26361,2.0
26362,1.0
26363,2.0
26364,0.0
26365,0.0
26366,2.0
26367,5.0
26368,0.0
26369,0.0
26370,5.0
26371,0.0
26372,0.0
26373,5.0
26374,0.0
26375,0.0
26376,5.0
26377,7.0
26378,39.0
26379,72.0
26380,15.0
26381,3.0
26382,10.0
26383,0.0
26384,1.0
26385,0.0
26386,3.0
26387,14.0
26388,1.0
26389,1.0
26390,115.0
26391,4.0
26392,2.0
26393,0.0
26394,1.0
26395,4.0
26396,0.0
26397,27.0
26398,4.0
26399,0.0
26400,1.0
26401,24.0
26402,2.0
26403,7.0
26404,2.0
26405,1.0
26406,16.0
26407,15.0
26408,16.0
26409,75.0
26410,0.0
26411,50.0
26412,1.0
26413,19.0
26414,0.0
26415,7.0
26416,500.0
26417,8.0
26418,1.0
26419,15.0
26420,7.0
26421,1.0
26422,0.0
26423,16.0
26424,5.0
26425,129.0
26426,0.0
26427,0.0
26428,4.0
26429,1.0
26430,5.0
26431,7.0
26432,0.0
26433,3.0
26434,8.0
26435,5.0
26436,18.0
26437,3.0
26438,0.0
26439,0.0
26440,0.0
26441,0.0
26442,14.0
26443,1.0
26444,0.0
26445,3.0
26446,20.0
26447,108.0
26448,1.0
26449,0.0
26450,2.0
26451,119.0
26452,1.0
26453,0.0
26454,0.0
26455,0.0
26456,10.0
26457,6.0
26458,24.0
26459,31.0
26460,1.0
26461,9.0
26462,25.0
26463,31.0
26464,2.0
26465,0.0
26466,1.0
26467,0.0
26468,13.0
26469,10.0
26470,17.0
26471,1.0
26472,10.0
26473,17.0
26474,15.0
26475,35.0
26476,29.0
26477,33.0
26478,24.0
26479,0.0
26480,9.0
26481,3.0
26482,6.0
26483,30.0
26484,1.0
26485,2.0
26486,2.0
26487,176.0
26488,187.0
26489,26.0
26490,4.0
26491,11.0
26492,13.0
26493,104.0
26494,9.0
26495,19.0
26496,6.0
26497,1.0
26498,5.0
26499,1.0
26500,1.0
26501,28.0
26502,10.0
26503,1.0
26504,3.0
26505,0.0
26506,0.0
26507,14.0
26508,11.0
26509,14.0
26510,11.0
26511,14.0
26512,11.0
26513,14.0
26514,11.0
26515,0.0
26516,0.0
26517,0.0
26518,0.0
26519,0.0
26520,0.0
26521,0.0
26522,0.0
26523,0.0
26524,0.0
26525,0.0
26526,0.0
26527,0.0
26528,0.0
26529,0.0
26530,0.0
26531,0.0
26532,0.0
26533,0.0
26534,0.0
26535,0.0
26536,0.0
26537,0.0
26538,0.0
26539,0.0
26540,0.0
26541,0.0
26542,0.0
26543,0.0
26544,0.0
26545,0.0
26546,0.0
26547,0.0
26548,0.0
26549,0.0
26550,0.0
26551,0.0
26552,0.0
26553,0.0
26554,0.0
26555,0.0
26556,0.0
26557,0.0
26558,0.0
26559,0.0
26560,1.0
26561,0.0
26562,0.0
26563,0.0
26564,0.0
26565,0.0
26566,0.0
26567,0.0
26568,0.0
26569,0.0
26570,0.0
26571,0.0
26572,0.0
26573,0.0
26574,0.0
26575,0.0
26576,0.0
26577,0.0
26578,0.0
26579,0.0
26580,0.0
26581,0.0
26582,0.0
26583,0.0
26584,0.0
26585,0.0
26586,0.0
26587,0.0
26588,2.0
26589,0.0
26590,0.0
26591,1.0
26592,0.0
26593,0.0
26594,0.0
26595,0.0
26596,0.0
26597,0.0
26598,0.0
26599,0.0
26600,0.0
26601,0.0
26602,0.0
26603,0.0
26604,0.0
26605,0.0
26606,0.0
26607,0.0
26608,0.0
26609,0.0
26610,0.0
26611,0.0
26612,0.0
26613,0.0
26614,0.0
26615,0.0
26616,0.0
26617,0.0
26618,0.0
26619,0.0
26620,0.0
26621,0.0
26622,0.0
26623,0.0
26624,0.0
26625,0.0
26626,0.0
26627,0.0
26628,0.0
26629,0.0
26630,0.0
26631,0.0
26632,0.0
26633,0.0
26634,0.0
26635,1.0
26636,1.0
26637,0.0
26638,0.0
26639,0.0
26640,0.0
26641,0.0
26642,0.0
26643,0.0
26644,0.0
26645,0.0
26646,0.0
26647,0.0
26648,0.0
26649,0.0
26650,0.0
26651,0.0
26652,0.0
26653,0.0
26654,0.0
26655,0.0
26656,0.0
26657,0.0
26658,0.0
26659,1.0
26660,0.0
26661,0.0
26662,0.0
26663,0.0
26664,0.0
26665,0.0
26666,0.0
26667,0.0
26668,0.0
26669,0.0
26670,0.0
26671,0.0
26672,0.0
26673,0.0
26674,0.0
26675,0.0
26676,0.0
26677,0.0
26678,0.0
26679,0.0
26680,1.0
26681,0.0
26682,0.0
26683,0.0
26684,0.0
26685,0.0
26686,0.0
26687,0.0
26688,0.0
26689,6.0
26690,0.0
26691,4.0
26692,0.0
26693,0.0
26694,0.0
26695,0.0
26696,27.0
26697,0.0
26698,1.0
26699,1.0
26700,1.0
26701,1.0
26702,1.0
26703,1.0
26704,1.0
26705,1.0
26706,1.0
26707,65.0
26708,0.0
26709,370.0
26710,2.0
26711,3.0
26712,8.0
26713,0.0
26714,6.0
26715,37.0
26716,1.0
26717,0.0
26718,0.0
26719,0.0
26720,11.0
26721,21.0
26722,8.0
26723,9.0
26724,20.0
26725,7.0
26726,28.0
26727,13.0
26728,13.0
26729,16.0
26730,5.0
26731,4.0
26732,1851.0
26733,289.0
26734,16.0
26735,4.0
26736,8.0
26737,14.0
26738,10.0
26739,11.0
26740,0.0
26741,2.0
26742,10.0
26743,1.0
26744,13.0
26745,9.0
26746,6.0
26747,4.0
26748,25.0
26749,0.0
26750,7.0
26751,20.0
26752,8.0
26753,13.0
26754,31.0
26755,4.0
26756,32.0
26757,18.0
26758,10.0
26759,0.0
26760,0.0
26761,0.0
26762,0.0
26763,0.0
26764,0.0
26765,0.0
26766,0.0
26767,0.0
26768,0.0
26769,0.0
26770,0.0
26771,0.0
26772,0.0
26773,3.0
26774,0.0
26775,0.0
26776,0.0
26777,0.0
26778,1.0
26779,0.0
26780,0.0
26781,0.0
26782,0.0
26783,0.0
26784,0.0
26785,0.0
26786,1.0
26787,0.0
26788,0.0
26789,0.0
26790,0.0
26791,0.0
26792,0.0
26793,0.0
26794,0.0
26795,0.0
26796,0.0
26797,0.0
26798,0.0
26799,0.0
26800,0.0
26801,0.0
26802,0.0
26803,0.0
26804,0.0
26805,0.0
26806,0.0
26807,0.0
26808,1.0
26809,0.0
26810,0.0
26811,3.0
26812,0.0
26813,0.0
26814,0.0
26815,0.0
26816,0.0
26817,0.0
26818,0.0
26819,0.0
26820,0.0
26821,0.0
26822,1.0
26823,0.0
26824,0.0
26825,0.0
26826,0.0
26827,0.0
26828,0.0
26829,0.0
26830,0.0
26831,0.0
26832,0.0
26833,0.0
26834,0.0
26835,0.0
26836,0.0
26837,0.0
26838,0.0
26839,0.0
26840,0.0
26841,0.0
26842,0.0
26843,0.0
26844,0.0
26845,0.0
26846,0.0
26847,0.0
26848,0.0
26849,0.0
26850,0.0
26851,0.0
26852,0.0
26853,0.0
26854,0.0
26855,0.0
26856,0.0
26857,0.0
26858,0.0
26859,1.0
26860,0.0
26861,1.0
26862,0.0
26863,0.0
26864,0.0
26865,1.0
26866,0.0
26867,0.0
26868,0.0
26869,0.0
26870,0.0
26871,0.0
26872,0.0
26873,0.0
26874,0.0
26875,0.0
26876,0.0
26877,0.0
26878,0.0
26879,0.0
26880,0.0
26881,0.0
26882,0.0
26883,1.0
26884,0.0
26885,0.0
26886,0.0
26887,0.0
26888,0.0
26889,0.0
26890,0.0
26891,0.0
26892,0.0
26893,0.0
26894,0.0
26895,0.0
26896,0.0
26897,0.0
26898,0.0
26899,0.0
26900,0.0
26901,2.0
26902,0.0
26903,0.0
26904,2.0
26905,0.0
26906,0.0
26907,0.0
26908,18.0
26909,31.0
26910,73.0
26911,45.0
26912,12.0
26913,56.0
26914,22.0
26915,175.0
26916,140.0
26917,24.0
26918,81.0
26919,7.0
26920,35.0
26921,2.0
26922,15.0
26923,60.0
26924,2.0
26925,20.0
26926,60.0
26927,59.0
26928,271.0
26929,42.0
26930,60.0
26931,100.0
26932,9.0
26933,118.0
26934,166.0
26935,4.0
26936,25.0
26937,46.0
26938,2339.0
26939,117.0
26940,55.0
26941,16.0
26942,112.0
26943,36.0
26944,40.0
26945,88.0
26946,13.0
26947,68.0
26948,29.0
26949,1.0
26950,9.0
26951,0.0
26952,0.0
26953,0.0
26954,0.0
26955,1.0
26956,0.0
26957,0.0
26958,0.0
26959,1.0
26960,0.0
26961,0.0
26962,0.0
26963,0.0
26964,0.0
26965,0.0
26966,0.0
26967,0.0
26968,0.0
26969,0.0
26970,0.0
26971,0.0
26972,0.0
26973,0.0
26974,0.0
26975,0.0
26976,0.0
26977,0.0
26978,0.0
26979,0.0
26980,3.0
26981,3.0
26982,0.0
26983,0.0
26984,1.0
26985,0.0
26986,0.0
26987,0.0
26988,0.0
26989,1.0
26990,0.0
26991,2.0
26992,0.0
26993,1.0
26994,0.0
26995,17.0
26996,0.0
26997,0.0
26998,0.0
26999,0.0
27000,0.0
27001,0.0
27002,0.0
27003,0.0
27004,4.0
27005,0.0
27006,0.0
27007,1.0
27008,1.0
27009,2.0
27010,0.0
27011,0.0
27012,0.0
27013,0.0
27014,2.0
27015,0.0
27016,0.0
27017,0.0
27018,0.0
27019,0.0
27020,0.0
27021,0.0
27022,0.0
27023,0.0
27024,0.0
27025,0.0
27026,0.0
27027,2.0
27028,0.0
27029,0.0
27030,0.0
27031,1.0
27032,0.0
27033,0.0
27034,1.0
27035,0.0
27036,1.0
27037,0.0
27038,0.0
27039,2.0
27040,0.0
27041,0.0
27042,0.0
27043,0.0
27044,0.0
27045,0.0
27046,0.0
27047,0.0
27048,1.0
27049,0.0
27050,0.0
27051,0.0
27052,2.0
27053,1.0
27054,0.0
27055,0.0
27056,0.0
27057,8.0
27058,0.0
27059,0.0
27060,1.0
27061,2.0
27062,0.0
27063,1.0
27064,0.0
27065,0.0
27066,0.0
27067,132.0
27068,12.0
27069,19.0
27070,0.0
27071,0.0
27072,0.0
27073,1.0
27074,2.0
27075,0.0
27076,0.0
27077,1.0
27078,0.0
27079,1.0
27080,0.0
27081,1.0
27082,4.0
27083,0.0
27084,0.0
27085,0.0
27086,1.0
27087,1.0
27088,0.0
27089,1.0
27090,0.0
27091,0.0
27092,0.0
27093,0.0
27094,0.0
27095,0.0
27096,0.0
27097,0.0
27098,2.0
27099,2.0
27100,3.0
27101,4.0
27102,5.0
27103,1.0
27104,58.0
27105,0.0
27106,29.0
27107,2.0
27108,4.0
27109,3.0
27110,2.0
27111,8.0
27112,0.0
27113,23.0
27114,5.0
27115,4.0
27116,9.0
27117,1.0
27118,2.0
27119,14.0
27120,1.0
27121,23.0
27122,16.0
27123,11.0
27124,0.0
27125,5.0
27126,1.0
27127,38.0
27128,16.0
27129,8.0
27130,8.0
27131,9.0
27132,10.0
27133,21.0
27134,2.0
27135,65.0
27136,4.0
27137,4.0
27138,114.0
27139,63.0
27140,14.0
27141,49.0
27142,77.0
27143,11.0
27144,23.0
27145,0.0
27146,0.0
27147,0.0
27148,0.0
27149,6.0
27150,3.0
27151,0.0
27152,2.0
27153,9.0
27154,1.0
27155,9.0
27156,1.0
27157,3.0
27158,3.0
27159,7.0
27160,7.0
27161,2.0
27162,2.0
27163,5.0
27164,5.0
27165,0.0
27166,0.0
27167,12.0
27168,12.0
27169,2.0
27170,2.0
27171,16.0
27172,16.0
27173,6.0
27174,6.0
27175,0.0
27176,0.0
27177,14.0
27178,14.0
27179,0.0
27180,0.0
27181,0.0
27182,0.0
27183,0.0
27184,0.0
27185,13.0
27186,13.0
27187,4.0
27188,4.0
27189,1.0
27190,1.0
27191,1.0
27192,1.0
27193,1.0
27194,1.0
27195,0.0
27196,0.0
27197,0.0
27198,2.0
27199,2.0
27200,3.0
27201,3.0
27202,3.0
27203,60.0
27204,5.0
27205,41.0
27206,93.0
27207,93.0
27208,3.0
27209,4.0
27210,0.0
27211,0.0
27212,0.0
27213,0.0
27214,0.0
27215,0.0
27216,0.0
27217,0.0
27218,0.0
27219,0.0
27220,0.0
27221,0.0
27222,0.0
27223,0.0
27224,0.0
27225,0.0
27226,0.0
27227,0.0
27228,2.0
27229,2.0
27230,1.0
27231,1.0
27232,0.0
27233,0.0
27234,0.0
27235,0.0
27236,1.0
27237,1.0
27238,0.0
27239,0.0
27240,4.0
27241,4.0
27242,0.0
27243,0.0
27244,0.0
27245,0.0
27246,1.0
27247,1.0
27248,0.0
27249,0.0
27250,0.0
27251,0.0
27252,2.0
27253,2.0
27254,0.0
27255,0.0
27256,1.0
27257,1.0
27258,0.0
27259,0.0
27260,0.0
27261,0.0
27262,0.0
27263,0.0
27264,1.0
27265,1.0
27266,0.0
27267,0.0
27268,0.0
27269,0.0
27270,0.0
27271,0.0
27272,0.0
27273,0.0
27274,0.0
27275,0.0
27276,0.0
27277,0.0
27278,0.0
27279,0.0
27280,0.0
27281,0.0
27282,0.0
27283,0.0
27284,0.0
27285,0.0
27286,0.0
27287,0.0
27288,3.0
27289,3.0
27290,3.0
27291,0.0
27292,0.0
27293,0.0
27294,0.0
27295,0.0
27296,0.0
27297,0.0
27298,0.0
27299,0.0
27300,0.0
27301,0.0
27302,0.0
27303,7.0
27304,7.0
27305,7.0
27306,1.0
27307,1.0
27308,1.0
27309,0.0
27310,0.0
27311,0.0
27312,0.0
27313,0.0
27314,0.0
27315,5.0
27316,5.0
27317,5.0
27318,0.0
27319,0.0
27320,0.0
27321,0.0
27322,0.0
27323,0.0
27324,3.0
27325,3.0
27326,3.0
27327,0.0
27328,0.0
27329,0.0
27330,0.0
27331,0.0
27332,0.0
27333,2.0
27334,2.0
27335,2.0
27336,2.0
27337,2.0
27338,2.0
27339,1.0
27340,1.0
27341,1.0
27342,1.0
27343,1.0
27344,1.0
27345,0.0
27346,0.0
27347,0.0
27348,0.0
27349,0.0
27350,0.0
27351,0.0
27352,0.0
27353,0.0
27354,0.0
27355,0.0
27356,0.0
27357,1.0
27358,1.0
27359,1.0
27360,0.0
27361,0.0
27362,0.0
27363,0.0
27364,0.0
27365,0.0
27366,1.0
27367,1.0
27368,1.0
27369,0.0
27370,0.0
27371,1.0
27372,1.0
27373,1.0
27374,0.0
27375,0.0
27376,0.0
27377,0.0
27378,0.0
27379,0.0
27380,1.0
27381,1.0
27382,1.0
27383,0.0
27384,0.0
27385,0.0
27386,3.0
27387,3.0
27388,3.0
27389,1.0
27390,1.0
27391,0.0
27392,0.0
27393,1.0
27394,0.0
27395,0.0
27396,0.0
27397,0.0
27398,0.0
27399,0.0
27400,1.0
27401,1.0
27402,0.0
27403,1.0
27404,0.0
27405,0.0
27406,0.0
27407,0.0
27408,0.0
27409,0.0
27410,0.0
27411,0.0
27412,0.0
27413,0.0
27414,1.0
27415,1.0
27416,1.0
27417,0.0
27418,0.0
27419,0.0
27420,2.0
